subAccountNumber,customerReference,businessName,propertyName,propertyNumber,outletTelephoneNumber,businessTypeDescription,faxNumber,email,customerWebSite,password,venueId,contactTitle,contactForename,contactSurname,contactPosition,contactTelephoneNumber,contactMobileNumber,contactEmailAddress,newContactId,updatedContactTitle,updatedContactForename,updatedContactSurname,updatedContactPosition,updatedContactTelephoneNumber,updatedContactMobileNumber,updatedContactEmailAddress,numberContacts,numberAgreements,updatedOutletTelephoneNumber,updatedBusinessName
181275000089,,Zizzi Falmouth (829),,,,,,,,,2053520,,,,,,,,,,,,,,,,,,,
181275000081,,Zizzi - Manchester Corn Exchange (797),,,,,,,,,2063248,,,,,,,,,,,,,,,,,,,
181275000146,,Zizzi - Eastbourne (785),,,,,,,,,2053562,,,,,,,,,,,,,,,,,,,
181275000145,,Zizzi - Chislehurst (777),,,,,,,,,2053561,,,,,,,,,,,,,,,,,,,
181275000065,,Zizzi - Norwich (739),,,,,,,,,2053539,,,,,,,,,,,,,,,,,,,
181275000080,,Zizzi - Port Solent (789),,,,,,,,,2053536,,,,,,,,,,,,,,,,,,,
181275000025,,Zizzi - Cambridge 2 (835),,,,,,,,,2049981,,,,,,,,,,,,,,,,,,,
181275000005,,Zizzi - Worcester (833),,,,,,,,,2038567,,,,,,,,,,,,,,,,,,,
181275000013,,Zizzi - Greenwich (828),,,,,,,,,2033554,,,,,,,,,,,,,,,,,,,
181275000016,,Zizzi Charlotte Street (735),,,,,,,,,2022134,,,,,,,,,,,,,,,,,,,
181275000027,,Zizzi - Esher (838),,,,,,,,,2050605,,,,,,,,,,,,,,,,,,,
181275000009,,Zizzi - Milton Keynes (794),,,,,,,,,2021567,,,,,,,,,,,,,,,,,,,
181275000018,,Zizzi - York (776),,,,,,,,,2021568,,,,,,,,,,,,,,,,,,,
181275000258,,Zizzi - Hereford (843),,,,,,,,,2056474,,,,,,,,,,,,,,,,,,,
181275000014,,Zizzi - Maidstone (721),,,,,,,,,2021574,,,,,,,,,,,,,,,,,,,
181275000250,,Zizzi - Glasgow 3 (831),,,,,,,,,2045870,,,,,,,,,,,,,,,,,,,
181275000257,,Zizzi - Manchester Piccadilly (842),,,,,,,,,2055299,,,,,,,,,,,,,,,,,,,
